player_id,firstname,lastname,points,tpm,tpa,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,fga,fgm,fta,ftm,fgp,ftp,tpp
382,Dejounte,Murray,1539.0,104.0,317.0,86.0,513.0,599.0,654.0,148.0,143.0,190.0,26.0,1321.0,613.0,260.0,209.0,0.4640423921271764,0.8038461538461539,0.3280757097791798
384,Mike,Muscala,375.0,74.0,175.0,23.0,115.0,138.0,23.0,60.0,19.0,14.0,27.0,272.0,124.0,63.0,53.0,0.45588235294117646,0.8412698412698413,0.4228571428571429
385,Larry,Nance Jr.,397.0,25.0,83.0,100.0,217.0,317.0,99.0,107.0,50.0,47.0,24.0,303.0,161.0,72.0,50.0,0.5313531353135313,0.6944444444444444,0.30120481927710846
391,Georges,Niang,792.0,179.0,447.0,31.0,199.0,230.0,122.0,232.0,39.0,68.0,15.0,641.0,279.0,63.0,55.0,0.43525741029641185,0.873015873015873,0.4004474272930649
394,Nerlens,Noel,85.0,0.0,3.0,48.0,93.0,141.0,23.0,67.0,29.0,20.0,31.0,60.0,32.0,30.0,21.0,0.5333333333333333,0.7,0.0
403,Victor,Oladipo,258.0,32.0,98.0,7.0,67.0,74.0,59.0,42.0,24.0,41.0,5.0,209.0,85.0,72.0,56.0,0.40669856459330145,0.7777777777777778,0.32653061224489793
407,Kelly,Oubre Jr.,1145.0,192.0,560.0,79.0,228.0,307.0,84.0,192.0,77.0,68.0,35.0,943.0,413.0,191.0,127.0,0.43796394485683987,0.6649214659685864,0.34285714285714286
415,Chris,Paul,1209.0,85.0,256.0,29.0,312.0,341.0,826.0,180.0,142.0,189.0,22.0,911.0,460.0,239.0,204.0,0.5049396267837541,0.8535564853556485,0.33203125
417,Cameron,Payne,715.0,78.0,256.0,31.0,176.0,207.0,332.0,148.0,51.0,124.0,18.0,702.0,276.0,100.0,85.0,0.39316239316239315,0.85,0.3046875
418,Elfrid,Payton,181.0,5.0,20.0,23.0,77.0,100.0,117.0,41.0,33.0,52.0,8.0,200.0,81.0,34.0,14.0,0.405,0.4117647058823529,0.25
426,Mason,Plumlee,484.0,0.0,2.0,183.0,399.0,582.0,233.0,230.0,61.0,107.0,52.0,324.0,208.0,173.0,68.0,0.6419753086419753,0.3930635838150289,0.0
430,Otto,Porter Jr.,682.0,115.0,292.0,101.0,351.0,452.0,137.0,123.0,89.0,51.0,37.0,533.0,251.0,82.0,65.0,0.4709193245778612,0.7926829268292683,0.3938356164383562
431,Bobby,Portis,1179.0,147.0,385.0,206.0,572.0,778.0,95.0,200.0,58.0,106.0,54.0,986.0,465.0,135.0,102.0,0.4716024340770791,0.7555555555555555,0.38181818181818183
434,Norman,Powell,925.0,114.0,275.0,21.0,139.0,160.0,98.0,116.0,44.0,77.0,22.0,666.0,305.0,250.0,201.0,0.45795795795795796,0.804,0.41454545454545455
437,Taurean,Prince,566.0,98.0,263.0,28.0,166.0,194.0,78.0,125.0,53.0,58.0,24.0,447.0,200.0,89.0,68.0,0.44742729306487694,0.7640449438202247,0.3726235741444867
441,Julius,Randle,1517.0,127.0,408.0,130.0,617.0,747.0,379.0,211.0,56.0,251.0,40.0,1295.0,536.0,421.0,318.0,0.4138996138996139,0.7553444180522565,0.3112745098039216
446,Josh,Richardson,699.0,106.0,260.0,43.0,152.0,195.0,122.0,122.0,60.0,68.0,31.0,565.0,246.0,114.0,101.0,0.4353982300884956,0.8859649122807017,0.4076923076923077
448,Austin,Rivers,440.0,85.0,252.0,21.0,104.0,125.0,100.0,141.0,61.0,65.0,7.0,385.0,159.0,54.0,37.0,0.412987012987013,0.6851851851851852,0.3373015873015873
455,Rajon,Rondo,205.0,34.0,99.0,15.0,122.0,137.0,199.0,67.0,31.0,85.0,6.0,198.0,76.0,26.0,19.0,0.3838383838383838,0.7307692307692307,0.3434343434343434
456,Derrick,Rose,376.0,45.0,106.0,23.0,68.0,91.0,125.0,18.0,27.0,43.0,12.0,320.0,145.0,42.0,41.0,0.453125,0.9761904761904762,0.42452830188679247
457,Terrence,Ross,670.0,81.0,275.0,21.0,146.0,167.0,125.0,73.0,32.0,78.0,14.0,589.0,236.0,136.0,117.0,0.400679117147708,0.8602941176470589,0.29454545454545455
458,Terry,Rozier,1461.0,230.0,614.0,58.0,262.0,320.0,338.0,124.0,94.0,105.0,26.0,1207.0,535.0,189.0,161.0,0.44324772162386084,0.8518518518518519,0.3745928338762215
486,Marcus,Smart,1198.0,168.0,502.0,63.0,306.0,369.0,549.0,236.0,147.0,215.0,24.0,1010.0,417.0,245.0,196.0,0.41287128712871285,0.8,0.3346613545816733
488,Ish,Smith,431.0,25.0,68.0,28.0,121.0,149.0,254.0,83.0,52.0,86.0,24.0,456.0,195.0,29.0,16.0,0.4276315789473684,0.5517241379310345,0.36764705882352944
492,Tony,Snell,187.0,45.0,129.0,16.0,88.0,104.0,29.0,72.0,16.0,19.0,9.0,172.0,69.0,4.0,4.0,0.4011627906976744,1.0,0.3488372093023256
497,Lance,Stephenson,384.0,27.0,90.0,12.0,115.0,127.0,165.0,96.0,24.0,72.0,4.0,323.0,147.0,80.0,63.0,0.4551083591331269,0.7875,0.3
