,,,points,tpm,tpa,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,fga,fgm,fta,ftm,fgp,ftp,tpp
player_id,firstname,lastname,,,,,,,,,,,,,,,,,,
2795,Greg,Brown III,0.07407407407407407,0.0488997555012225,0.06679389312977099,0.13758389261744966,0.14853195164075994,0.16075949367088607,0.027060270602706025,0.24687500000000004,0.1643835616438356,0.0855457227138643,0.13615023474178403,0.09229864785420341,0.07644882860665844,0.10236220472440945,0.07733812949640288,0.241636510596274,0.4746721877156659,0.5714285714285714
2799,Josh,Christopher,0.25359477124183005,0.15403422982885084,0.20610687022900762,0.1711409395973154,0.20034542314335058,0.21139240506329116,0.18327183271832717,0.296875,0.4794520547945205,0.359882005899705,0.06572769953051644,0.2951205173427396,0.27250308261405676,0.1984251968503937,0.16906474820143885,0.28205206047579023,0.5944322344322344,0.5833333333333334
2801,Cade,Cunningham,0.4483660130718954,0.2787286063569682,0.3463740458015267,0.18120805369127516,0.44559585492227977,0.3949367088607595,0.4218942189421894,0.56875,0.5205479452054793,0.6578171091445427,0.20187793427230047,0.570840681951793,0.4895191122071517,0.25826771653543307,0.24820143884892087,0.2010292326700791,0.7450113378684806,0.628099173553719
2802,Ayo,Dosunmu,0.2980392156862745,0.18337408312958436,0.20038167938931298,0.09731543624161074,0.28842832469775476,0.2481012658227848,0.31857318573185733,0.5625,0.4383561643835616,0.3185840707964602,0.14553990610328638,0.328042328042328,0.3489519112207151,0.13385826771653542,0.10791366906474821,0.4235945963625468,0.5371856607811663,0.7142857142857143
2805,Kessler,Edwards,0.09716775599128541,0.12469437652811736,0.14217557251908397,0.14765100671140938,0.16580310880829016,0.17721518987341772,0.027060270602706025,0.225,0.19863013698630136,0.10619469026548674,0.13145539906103287,0.13462669018224574,0.1060419235511714,0.031496062992125984,0.030575539568345324,0.18249229707096926,0.7940476190476191,0.6845637583892618
2811,Quentin,Grimes,0.09934640522875818,0.20048899755501223,0.19942748091603052,0.0738255033557047,0.07253886010362695,0.08101265822784809,0.04428044280442804,0.18750000000000003,0.2191780821917808,0.061946902654867256,0.056338028169014086,0.11934156378600824,0.09494451294697903,0.025196850393700787,0.01618705035971223,0.19710089474680248,0.42333333333333334,0.784688995215311
2816,Bones,Hyland,0.3289760348583878,0.37897310513447435,0.40839694656488545,0.040268456375838924,0.2867012089810017,0.2253164556962025,0.2730627306273063,0.525,0.30821917808219174,0.2743362831858407,0.10328638497652583,0.36566725455614346,0.30332922318125766,0.23307086614173228,0.22482014388489208,0.18087582643324396,0.7506892230576441,0.7242990654205608
2817,Isaiah,Jackson,0.10980392156862745,0.017114914425427872,0.02480916030534351,0.2181208053691275,0.10880829015544041,0.1620253164556962,0.0,0.284375,0.2054794520547945,0.10619469026548674,0.29577464788732394,0.10523221634332747,0.12453760789149199,0.14173228346456693,0.10791366906474821,0.5348123338659324,0.4741641337386018,0.5384615384615384
2820,Keon,Johnson,0.08714596949891068,0.08801955990220049,0.10400763358778625,0.07718120805369127,0.046632124352331605,0.06329113924050633,0.08118081180811808,0.18750000000000003,0.19863013698630136,0.1238938053097345,0.07042253521126761,0.1369782480893592,0.08508014796547472,0.08976377952755905,0.07733812949640288,0.03128752986626304,0.6218579234972677,0.6605504587155964
2822,Herbert,Jones,0.3411764705882353,0.16136919315403422,0.18034351145038166,0.37583892617449666,0.3316062176165803,0.3848101265822785,0.22017220172201724,0.8250000000000001,1.0,0.31563421828908556,0.3474178403755869,0.3586125808348031,0.35635018495684345,0.30078740157480316,0.2805755395683453,0.3508288269584484,0.7042735042735042,0.6984126984126984
2825,Corey,Kispert,0.2514161220043573,0.2860635696821516,0.3263358778625954,0.1711409395973154,0.21588946459412778,0.2227848101265823,0.09348093480934809,0.275,0.2465753424657534,0.12979351032448377,0.10328638497652583,0.28689006466784245,0.2626387176325524,0.09606299212598425,0.09172661870503598,0.274686992830819,0.7465201465201465,0.6842105263157895
2831,Tre,Mann,0.24923747276688452,0.2469437652811736,0.2719465648854962,0.087248322147651,0.20034542314335058,0.17974683544303796,0.10209102091020911,0.278125,0.33561643835616434,0.20648967551622416,0.056338028169014086,0.3286302175191064,0.2589395807644883,0.13543307086614173,0.1223021582733813,0.14123711955573337,0.6704761904761904,0.7087719298245614
2834,Davion,Mitchell,0.36209150326797385,0.2762836185819071,0.3282442748091603,0.1040268456375839,0.17443868739205526,0.1670886075949367,0.3936039360393604,0.428125,0.4041095890410959,0.3244837758112094,0.1267605633802817,0.4885361552028219,0.4204685573366215,0.13070866141732285,0.09532374100719425,0.2070443623366901,0.43185550082101787,0.6569767441860465
2835,Evan,Mobley,0.44793028322440087,0.061124694376528114,0.09446564885496182,0.5,0.7461139896373057,0.7354430379746836,0.21648216482164823,0.475,0.3972602739726027,0.3864306784660767,0.5915492957746479,0.49147560258671374,0.5215782983970407,0.415748031496063,0.3129496402877698,0.41908603428602487,0.4466950959488274,0.5050505050505051
2836,Moses,Moody,0.09716775599128541,0.13447432762836187,0.1364503816793893,0.06040268456375839,0.07081174438687393,0.07468354430379748,0.02460024600246002,0.10937500000000003,0.0958904109589041,0.035398230088495575,0.06572769953051644,0.10934744268077601,0.09617755856966709,0.06299212598425197,0.05215827338129497,0.27486336480404583,0.588095238095238,0.7692307692307693
2837,Trey,Murphy III,0.15947712418300652,0.2469437652811736,0.23473282442748092,0.17785234899328858,0.17443868739205526,0.1949367088607595,0.04674046740467404,0.17187500000000003,0.17123287671232876,0.032448377581120944,0.03755868544600939,0.17695473251028807,0.13933415536374846,0.10078740157480315,0.10071942446043167,0.16669897727881633,0.8061624649859944,0.8211382113821138
2845,Austin,Reaves,0.17690631808278867,0.15403422982885084,0.19083969465648853,0.16442953020134227,0.2089810017271157,0.2151898734177215,0.14637146371463713,0.265625,0.2397260273972603,0.11209439528023597,0.10328638497652583,0.17695473251028807,0.15906288532675708,0.1905511811023622,0.18345323741007194,0.27207893502616864,0.7495619047619047,0.63
2846,Jeremiah,Robinson-Earl,0.13594771241830064,0.1466992665036675,0.17366412213740456,0.2550335570469799,0.3005181347150259,0.31645569620253167,0.056580565805658053,0.20625000000000002,0.2054794520547945,0.08849557522123894,0.07042253521126761,0.17577895355673134,0.1405672009864365,0.08976377952755905,0.07374100719424462,0.178642283771422,0.5678376268540204,0.6593406593406593
2849,Jericho,Sims,0.011328976034858391,0.0,0.0,0.22818791946308722,0.1623488773747841,0.2050632911392405,0.014760147601476013,0.178125,0.0821917808219178,0.029498525073746312,0.11267605633802817,0.006466784244562027,0.01849568434032059,0.048818897637795275,0.023381294964028777,0.7856207009498856,0.15265306122448974,
2852,Jalen,Suggs,0.21525054466230936,0.10757946210268948,0.1965648854961832,0.07718120805369127,0.20207253886010362,0.17721518987341772,0.2521525215252153,0.415625,0.4041095890410959,0.4070796460176991,0.107981220657277,0.2998236331569665,0.21208384710234277,0.2551181102362205,0.22122302158273383,0.06263626900330599,0.6129087779690188,0.42718446601941745
2853,Terry,Taylor,0.10675381263616557,0.03178484107579462,0.03721374045801527,0.31879194630872487,0.07081174438687393,0.17215189873417722,0.03567035670356704,0.1375,0.0821917808219178,0.035398230088495575,0.03755868544600939,0.0993533215755438,0.13316892725030827,0.07716535433070866,0.059352517985611516,0.6652692740993272,0.5026055705300987,0.6666666666666666
2861,Trendon,Watford,0.1272331154684096,0.022004889975550123,0.03721374045801527,0.19463087248322147,0.18825561312607947,0.21139240506329116,0.08610086100861009,0.3125,0.18493150684931506,0.11799410029498526,0.13145539906103287,0.12639623750734863,0.14303329223181258,0.14803149606299212,0.1223021582733813,0.4912931971310587,0.5628765792031099,0.46153846153846156
2863,Aaron,Wiggins,0.1599128540305011,0.12224938875305623,0.14599236641221375,0.16442953020134227,0.16580310880829016,0.18354430379746836,0.07749077490774907,0.24375000000000005,0.2328767123287671,0.14454277286135692,0.06103286384976526,0.17930629041740154,0.16892725030826142,0.13228346456692913,0.10791366906474821,0.31257082290032245,0.5506493506493506,0.6535947712418301
2864,Ziaire,Williams,0.23529411764705882,0.2200488997555012,0.2862595419847328,0.11073825503355705,0.15889464594127806,0.15822784810126583,0.08364083640836407,0.375,0.2945205479452055,0.12094395280235988,0.06103286384976526,0.2786596119929453,0.2466091245376079,0.13543307086614173,0.12050359712230217,0.24467323908578742,0.6521693121693122,0.6
2941,Jose,Alvarado,0.13681917211328976,0.10268948655256724,0.1316793893129771,0.09060402684563759,0.08808290155440415,0.09873417721518987,0.1980319803198032,0.2625,0.5410958904109588,0.12094395280235988,0.051643192488262914,0.17166372721928277,0.15043156596794083,0.10393700787401575,0.08093525179856116,0.25190855248858945,0.5057142857142856,0.6086956521739131
3398,Brandon,Williams,0.09760348583877995,0.07579462102689487,0.10114503816793893,0.05033557046979866,0.029360967184801384,0.04050632911392405,0.0996309963099631,0.10625000000000001,0.1506849315068493,0.13864306784660768,0.046948356807511735,0.13051146384479717,0.09001233045622689,0.1464566929133858,0.11510791366906475,0.0969828483169709,0.5074128620520373,0.5849056603773585
