,,,points,tpm,tpa,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,fga,fgm,fta,ftm,fgp,ftp,tpp
player_id,firstname,lastname,,,,,,,,,,,,,,,,,,
354,Rodney,McGruder,0.08496732026143791,0.14425427872860636,0.1412213740458015,0.09731543624161074,0.07772020725388601,0.09367088607594937,0.04428044280442804,0.12812500000000002,0.136986301369863,0.04424778761061947,0.03286384976525822,0.10229276895943562,0.08508014796547472,0.03464566929133858,0.026978417266187053,0.23793740491197568,0.5564102564102562,0.7972972972972973
355,Ben,McLemore,0.25054466230936817,0.37163814180929094,0.4064885496183206,0.030201342281879193,0.09671848013816925,0.08227848101265822,0.06150061500615006,0.26875,0.2602739726027397,0.15929203539823006,0.051643192488262914,0.28865373309817755,0.22934648581997533,0.13228346456692913,0.1223021582733813,0.1523909226708784,0.7004329004329004,0.7136150234741784
361,Khris,Middleton,0.5721132897603485,0.4254278728606357,0.4379770992366412,0.13758389261744966,0.5112262521588946,0.42658227848101266,0.45018450184501846,0.48124999999999996,0.5342465753424657,0.5752212389380531,0.0892018779342723,0.5961199294532628,0.5499383477188656,0.46614173228346456,0.4748201438848921,0.2698957841324269,0.8242539682539682,0.7581699346405228
373,Marcus,Morris Sr.,0.3416122004357298,0.2591687041564792,0.2767175572519084,0.08389261744966443,0.312607944732297,0.2607594936708861,0.13038130381303814,0.31875,0.1780821917808219,0.17699115044247787,0.08450704225352113,0.38918283362727807,0.3477188655980271,0.23937007874015748,0.2356115107913669,0.24573394558933048,0.7782051282051283,0.7310344827586207
382,Dejounte,Murray,0.6335511982570805,0.254278728606357,0.30248091603053434,0.2751677852348993,0.8203799654576855,0.7050632911392406,0.7884378843788438,0.40625,0.9657534246575341,0.528023598820059,0.12206572769953052,0.7413286302175192,0.716399506781751,0.4031496062992126,0.368705035971223,0.3150166808683431,0.6768131868131868,0.6561514195583596
384,Mike,Muscala,0.12636165577342048,0.18092909535452323,0.16698473282442747,0.06375838926174497,0.13298791018998274,0.12151898734177216,0.012300123001230012,0.13125,0.11643835616438356,0.008849557522123894,0.1267605633802817,0.12463256907701353,0.11344019728729962,0.09291338582677165,0.0881294964028777,0.2956150836774615,0.7384731670445956,0.8457142857142858
385,Larry,Nance Jr.,0.13594771241830064,0.061124694376528114,0.07919847328244274,0.32214765100671144,0.309153713298791,0.34810126582278483,0.1057810578105781,0.278125,0.3287671232876712,0.10619469026548674,0.11267605633802817,0.14285714285714285,0.15906288532675708,0.10708661417322834,0.0827338129496403,0.4750570797136223,0.4965608465608464,0.6024096385542169
391,Georges,Niang,0.30806100217864923,0.43765281173594134,0.4265267175572519,0.09060402684563759,0.2780656303972366,0.2379746835443038,0.13407134071340712,0.6687500000000001,0.25342465753424653,0.16814159292035397,0.07042253521126761,0.34156378600823045,0.30456226880394577,0.09291338582677165,0.09172661870503598,0.24657649205337917,0.7907785336356765,0.8008948545861297
394,Nerlens,Noel,0.0,0.0,0.0028625954198473282,0.14765100671140938,0.09499136442141623,0.12531645569620253,0.012300123001230012,0.153125,0.18493150684931506,0.02654867256637168,0.14553990610328638,0.0,0.0,0.04094488188976378,0.030575539568345324,0.47976526841990885,0.5057142857142856,0.0
403,Victor,Oladipo,0.07538126361655774,0.07823960880195599,0.09351145038167939,0.010067114093959733,0.05008635578583766,0.04050632911392405,0.056580565805658053,0.07500000000000001,0.1506849315068493,0.08849557522123894,0.023474178403755867,0.08759553203997648,0.06535141800246609,0.10708661417322834,0.09352517985611512,0.17867397247737915,0.6338624338624339,0.6530612244897959
407,Kelly,Oubre Jr.,0.46187363834422657,0.46943765281173594,0.5343511450381679,0.2516778523489933,0.32815198618307423,0.33544303797468356,0.08733087330873308,0.5437500000000001,0.5136986301369864,0.16814159292035397,0.1643192488262911,0.5191064079952968,0.46979038224414305,0.29448818897637796,0.22122302158273383,0.2530116441559226,0.4479182248815756,0.6857142857142857
415,Chris,Paul,0.489760348583878,0.20782396088019559,0.24427480916030533,0.08389261744966443,0.4732297063903282,0.37848101265822787,1.0,0.50625,0.9589041095890409,0.5250737463126843,0.10328638497652583,0.5002939447383892,0.527743526510481,0.3700787401574803,0.3597122302158273,0.4122553895242075,0.7587168758716876,0.6640625
417,Cameron,Payne,0.2745098039215686,0.19070904645476772,0.24427480916030533,0.09060402684563759,0.2383419689119171,0.2088607594936709,0.3923739237392374,0.40625,0.33561643835616434,0.3333333333333333,0.08450704225352113,0.37742504409171074,0.30086313193588166,0.15118110236220472,0.14568345323741008,0.14648989350141273,0.7528571428571429,0.609375
418,Elfrid,Payton,0.04183006535947713,0.012224938875305624,0.019083969465648856,0.06375838926174497,0.06735751295336787,0.07341772151898734,0.12792127921279212,0.07187500000000002,0.21232876712328766,0.12094395280235988,0.03755868544600939,0.0823045267489712,0.06041923551171394,0.047244094488188976,0.01798561151079137,0.17463540534666389,0.03081232492997188,0.5
426,Mason,Plumlee,0.1738562091503268,0.0,0.0019083969465648854,0.6006711409395973,0.6234887737478412,0.6835443037974684,0.27060270602706027,0.6625,0.4041095890410959,0.2831858407079646,0.24413145539906103,0.15520282186948853,0.21701602959309493,0.26614173228346455,0.11510791366906475,0.7380762636141901,0.0,0.0
430,Otto,Porter Jr.,0.2601307189542484,0.28117359413202936,0.27862595419847325,0.325503355704698,0.540587219343696,0.518987341772152,0.15252152521525214,0.328125,0.595890410958904,0.11799410029498526,0.17370892018779344,0.27807172251616696,0.27003699136868065,0.12283464566929134,0.10971223021582735,0.33136751819593846,0.6584204413472707,0.7876712328767124
431,Bobby,Portis,0.47668845315904135,0.3594132029339853,0.36736641221374045,0.6778523489932886,0.9222797927461139,0.9316455696202532,0.1008610086100861,0.56875,0.3835616438356164,0.2802359882005899,0.2535211267605634,0.5443856554967667,0.5339087546239211,0.2062992125984252,0.17625899280575538,0.3329917034527726,0.5972486772486771,0.7636363636363637
434,Norman,Powell,0.3660130718954248,0.2787286063569682,0.26240458015267176,0.057046979865771806,0.17443868739205526,0.14936708860759493,0.1045510455104551,0.30625,0.2876712328767123,0.19469026548672563,0.10328638497652583,0.3562610229276896,0.3366214549938348,0.3874015748031496,0.35431654676258995,0.30055011542731613,0.6770666666666667,0.8290909090909091
437,Taurean,Prince,0.20958605664488017,0.2396088019559902,0.25095419847328243,0.08053691275167786,0.22107081174438686,0.19240506329113924,0.07995079950799508,0.334375,0.3493150684931507,0.13864306784660768,0.11267605633802817,0.2275132275132275,0.20715166461159062,0.13385826771653542,0.11510791366906475,0.27551203488007425,0.6112359550561797,0.7452471482889734
441,Julius,Randle,0.6239651416122005,0.3105134474327628,0.3893129770992366,0.4228187919463087,1.0,0.8924050632911393,0.45018450184501846,0.603125,0.3698630136986301,0.7079646017699115,0.18779342723004694,0.7260435038212816,0.6214549938347719,0.6566929133858268,0.564748201438849,0.195795441481162,0.596900803076575,0.6225490196078431
446,Josh,Richardson,0.26753812636165575,0.2591687041564792,0.2480916030534351,0.1308724832214765,0.19689119170984454,0.19367088607594937,0.13407134071340712,0.325,0.3972602739726027,0.16814159292035397,0.14553990610328638,0.2968841857730747,0.2638717632552404,0.1732283464566929,0.17446043165467626,0.2469113101615078,0.8121136173767751,0.8153846153846154
448,Austin,Rivers,0.15468409586056645,0.20782396088019559,0.24045801526717556,0.057046979865771806,0.11398963730569947,0.10506329113924051,0.1070110701107011,0.384375,0.4041095890410959,0.15929203539823006,0.03286384976525822,0.19106407995296884,0.15659679408138102,0.07874015748031496,0.059352517985611516,0.19362560933958461,0.48130511463844794,0.6746031746031746
455,Rajon,Rondo,0.0522875816993464,0.08312958435207823,0.09446564885496182,0.036912751677852344,0.14507772020725387,0.12025316455696203,0.22878228782287824,0.153125,0.19863013698630136,0.21828908554572268,0.028169014084507043,0.08112874779541447,0.05425400739827374,0.03464566929133858,0.026978417266187053,0.12432079982612476,0.5564102564102562,0.6868686868686869
456,Derrick,Rose,0.12679738562091503,0.1100244498777506,0.10114503816793893,0.06375838926174497,0.05181347150259068,0.06202531645569621,0.13776137761377613,0.0,0.17123287671232876,0.09439528023598821,0.056338028169014086,0.15285126396237508,0.13933415536374846,0.05984251968503937,0.06654676258992806,0.2890591039991307,0.9607709750566893,0.8490566037735849
457,Terrence,Ross,0.2549019607843137,0.1980440097799511,0.26240458015267176,0.057046979865771806,0.18652849740932642,0.15822784810126583,0.13776137761377613,0.17187500000000003,0.2054794520547945,0.1976401179941003,0.06572769953051644,0.31099353321575546,0.2515413070283601,0.2078740157480315,0.20323741007194246,0.16436192176425812,0.7698179271708685,0.5890909090909091
458,Terry,Rozier,0.5995642701525055,0.5623471882640587,0.5858778625954199,0.18120805369127516,0.386873920552677,0.3518987341772152,0.3997539975399754,0.33125,0.6301369863013697,0.2772861356932153,0.12206572769953052,0.6743092298647855,0.6202219482120839,0.29133858267716534,0.2823741007194245,0.2655745382969411,0.7559082892416227,0.749185667752443
486,Marcus,Smart,0.4849673202614379,0.41075794621026895,0.47900763358778625,0.19798657718120805,0.46286701208981,0.4139240506329114,0.6592865928659287,0.68125,0.9931506849315068,0.6017699115044247,0.11267605633802817,0.5584950029394474,0.47472256473489527,0.3795275590551181,0.34532374100719426,0.1933504554541522,0.6704761904761904,0.6693227091633466
488,Ish,Smith,0.15076252723311548,0.061124694376528114,0.0648854961832061,0.08053691275167786,0.14335060449050085,0.13544303797468354,0.2964329643296433,0.20312500000000003,0.3424657534246575,0.22123893805309736,0.11267605633802817,0.2328042328042328,0.20098643649815043,0.03937007874015748,0.02158273381294964,0.2284450462714055,0.2614121510673234,0.7352941176470589
492,Tony,Snell,0.04444444444444444,0.1100244498777506,0.12309160305343511,0.040268456375838924,0.08635578583765113,0.07848101265822785,0.01968019680196802,0.16875,0.0958904109589041,0.02359882005899705,0.04225352112676056,0.06584362139917696,0.04562268803945746,0.0,0.0,0.16551192106872625,1.0,0.6976744186046512
497,Lance,Stephenson,0.13028322440087145,0.06601466992665037,0.08587786259541984,0.026845637583892613,0.13298791018998274,0.10759493670886075,0.18696186961869618,0.24375000000000005,0.1506849315068493,0.1799410029498525,0.018779342723004695,0.15461493239271018,0.14180024660912455,0.11968503937007874,0.10611510791366907,0.29377480868003525,0.6498809523809523,0.6
507,Garrett,Temple,0.10413943355119826,0.1466992665036675,0.18606870229007633,0.09731543624161074,0.14507772020725387,0.1430379746835443,0.07626076260762607,0.20625000000000002,0.28082191780821913,0.11209439528023597,0.11267605633802817,0.15167548500881833,0.1060419235511714,0.05826771653543307,0.04316546762589929,0.09396029575194886,0.4775842044134728,0.6153846153846154
514,Klay,Thompson,0.42962962962962964,0.4669926650366748,0.47328244274809156,0.06040268456375839,0.2607944732297064,0.21392405063291137,0.15375153751537515,0.259375,0.2602739726027397,0.17699115044247787,0.15023474178403756,0.5179306290417401,0.4586929716399507,0.12125984251968502,0.1223021582733813,0.2324844596690504,0.8169312169312168,0.7701612903225806
519,Karl-Anthony,Towns,0.8470588235294116,0.40342298288508555,0.3931297709923664,0.7181208053691275,0.9948186528497409,1.0,0.35793357933579334,0.909375,0.5410958904109588,0.7522123893805309,0.46009389671361506,0.7595532039976485,0.8360049321824908,0.8377952755905511,0.7913669064748202,0.46030336214535306,0.7171997157071783,0.8009708737864077
520,P.J.,Tucker,0.26405228758169935,0.2616136919315403,0.23854961832061067,0.44966442953020136,0.5388601036269429,0.5645569620253165,0.2078720787207872,0.6,0.4931506849315069,0.20648967551622416,0.09859154929577466,0.284538506760729,0.2860665844636252,0.11496062992125984,0.09352517985611512,0.3655455335796566,0.5506493506493506,0.856
522,Myles,Turner,0.2174291938997821,0.15892420537897312,0.19083969465648853,0.2181208053691275,0.3626943005181347,0.34810126582278483,0.04305043050430504,0.3375,0.1917808219178082,0.1504424778761062,0.5727699530516432,0.21634332745443857,0.22564734895191121,0.1779527559055118,0.1528776978417266,0.40606598118653625,0.6056980056980057,0.65
527,Fred,VanVleet,0.5864923747276689,0.6528117359413202,0.6765267175572519,0.1442953020134228,0.39896373056994816,0.3468354430379747,0.5768757687576875,0.503125,0.821917808219178,0.4985250737463126,0.19248826291079812,0.6696061140505585,0.5548705302096177,0.35748031496062993,0.3525179856115108,0.16750646548715986,0.7788909503195218,0.7531734837799718
538,Kemba,Walker,0.16383442265795206,0.19070904645476772,0.20610687022900762,0.03355704697986577,0.11917098445595856,0.1,0.16236162361623616,0.07187500000000002,0.1780821917808219,0.11799410029498526,0.03286384976525822,0.1987066431510876,0.15782983970406905,0.11023622047244094,0.10611510791366907,0.16752639528876734,0.755083655083655,0.7222222222222222
546,Hassan,Whiteside,0.20610021786492375,0.0,0.0,0.5906040268456376,0.5647668393782384,0.6367088607594937,0.015990159901599018,0.55625,0.15753424657534246,0.12979351032448377,0.539906103286385,0.1728395061728395,0.2379778051787916,0.27244094488188975,0.18705035971223022,0.7229019851985014,0.35770782889426966,
553,Lou,Williams,0.12636165577342048,0.09290953545232274,0.09923664122137404,0.0436241610738255,0.06217616580310881,0.06202531645569621,0.1156211562115621,0.1,0.19863013698630136,0.10029498525073745,0.018779342723004695,0.15990593768371547,0.1220715166461159,0.12913385826771653,0.1276978417266187,0.149856435086139,0.7892580287929125,0.7307692307692307
558,Justise,Winslow,0.0880174291938998,0.039119804400977995,0.06774809160305344,0.1610738255033557,0.21588946459412778,0.2189873417721519,0.0984009840098401,0.16562500000000002,0.22602739726027396,0.12684365781710916,0.12206572769953052,0.12698412698412698,0.10357583230579531,0.09763779527559055,0.0629496402877698,0.21098910444799335,0.3259740259740259,0.4507042253521127
560,Christian,Wood,0.517211328976035,0.3276283618581907,0.3320610687022901,0.37583892617449666,0.9913644214162349,0.8683544303797469,0.18450184501845018,0.5125,0.36301369863013694,0.3687315634218289,0.3192488262910798,0.5067607289829512,0.528976572133169,0.5559055118110237,0.381294964028777,0.40051075853075424,0.3492597038815525,0.7701149425287356
564,Delon,Wright,0.13943355119825707,0.12224938875305623,0.12786259541984732,0.21140939597315436,0.2659758203799654,0.2746835443037975,0.25092250922509224,0.13437500000000002,0.6643835616438356,0.12684365781710916,0.10328638497652583,0.14814814814814814,0.1381011097410604,0.11968503937007874,0.11330935251798561,0.3090632471201914,0.7322619047619048,0.746268656716418
570,Thaddeus,Young,0.11416122004357299,0.04645476772616137,0.05438931297709924,0.30201342281879195,0.19689119170984454,0.2582278481012658,0.13407134071340712,0.23125000000000004,0.4246575342465753,0.14749262536873153,0.0892018779342723,0.13991769547325103,0.14796547472256474,0.07716535433070866,0.03597122302158273,0.4244466843362037,0.0984725965858041,0.6666666666666666
599,Damion,Lee,0.20043572984749455,0.1687041564792176,0.20706106870229007,0.10738255033557047,0.2970639032815198,0.2582278481012658,0.07626076260762607,0.278125,0.273972602739726,0.10324483775811209,0.028169014084507043,0.229864785420341,0.2059186189889026,0.13385826771653542,0.13309352517985612,0.2608049151563022,0.7963616907437132,0.6359447004608295
631,Alex,Caruso,0.12244008714596949,0.1295843520782396,0.1479007633587786,0.1040268456375839,0.17271157167530224,0.16582278481012658,0.23493234932349322,0.34375,0.547945205479452,0.1504424778761062,0.09389671361502347,0.14344503233392122,0.11220715166461159,0.12440944881889765,0.11330935251798561,0.17369686509797644,0.6823866896156052,0.6838709677419355
723,David,Nwaba,0.07450980392156863,0.04156479217603912,0.05057251908396947,0.12751677852348992,0.14507772020725387,0.15443037974683543,0.027060270602706025,0.13437500000000002,0.1917808219178082,0.038348082595870206,0.09859154929577466,0.07642563198118754,0.07398273736128237,0.11181102362204724,0.09172661870503598,0.3629691485832599,0.5606349206349206,0.6415094339622641
724,Bam,Adebayo,0.5681917211328975,0.0,0.006679389312977099,0.587248322147651,0.8825561312607944,0.8683544303797469,0.27921279212792127,0.665625,0.6712328767123288,0.5368731563421829,0.2863849765258216,0.5179306290417401,0.6177558569667078,0.6692913385826771,0.5737410071942447,0.5584302123481452,0.5928959928959929,0.0
727,Jarrett,Allen,0.3847494553376906,0.0024449877750611247,0.01049618320610687,0.6577181208053692,0.701208981001727,0.7620253164556963,0.1033210332103321,0.271875,0.3424657534246575,0.26253687315634217,0.38028169014084506,0.3062904174015285,0.44266337854500615,0.4031496062992126,0.32553956834532377,0.8117884647541637,0.5247252747252746,0.18181818181818182
735,Lonzo,Ball,0.17952069716775598,0.29095354523227385,0.26717557251908397,0.11073825503355705,0.23661485319516407,0.2151898734177215,0.22386223862238622,0.21875000000000003,0.4931506849315069,0.22418879056047197,0.1784037558685446,0.21164021164021166,0.18002466091245375,0.04409448818897638,0.03237410071942447,0.2193575930698296,0.48511904761904767,0.85
748,Tony,Bradley,0.040087145969498916,0.0,0.0,0.21476510067114093,0.14853195164075994,0.189873417721519,0.01968019680196802,0.14375000000000002,0.0547945205479452,0.06784660766961652,0.15492957746478875,0.0429159318048207,0.05795314426633785,0.03937007874015748,0.026978417266187053,0.6239727225039343,0.43185550082101787,
761,John,Collins,0.38997821350762524,0.17114914425427874,0.18416030534351144,0.33221476510067116,0.5941278065630398,0.5607594936708862,0.11808118081180813,0.5125,0.2602739726027397,0.1887905604719764,0.28169014084507044,0.39094650205761317,0.4278668310727497,0.30236220472440944,0.26618705035971224,0.45462245838610793,0.6301263362487852,0.7253886010362695
762,Zach,Collins,0.06013071895424836,0.034229828850855744,0.04007633587786259,0.1442953020134228,0.12089810017271158,0.1430379746835443,0.05904059040590405,0.15937500000000002,0.07534246575342465,0.10029498525073745,0.11267605633802817,0.0582010582010582,0.05672009864364981,0.09921259842519685,0.0881294964028777,0.3780802368640125,0.6557213930348258,0.6666666666666666
776,De'Aaron,Fox,0.5838779956427016,0.19315403422982885,0.25667938931297707,0.07718120805369127,0.3160621761658031,0.2607594936708861,0.4108241082410824,0.509375,0.4794520547945205,0.4896755162241888,0.11737089201877934,0.6378600823045267,0.6214549938347719,0.5637795275590551,0.48561151079136694,0.32471714426994713,0.5994738226782426,0.587360594795539
791,Josh,Hart,0.32113289760348585,0.18337408312958436,0.2127862595419847,0.21140939597315436,0.5146804835924006,0.45696202531645574,0.26814268142681424,0.43125,0.41780821917808214,0.3126843657817109,0.06103286384976526,0.31040564373897706,0.3205918618988902,0.33385826771653543,0.28597122302158273,0.3924235636441059,0.5957231040564375,0.672645739910314
805,Josh,Jackson,0.12810457516339868,0.10024449877750612,0.1450381679389313,0.0738255033557047,0.16753022452504318,0.15063291139240506,0.07134071340713406,0.25,0.17123287671232876,0.12094395280235988,0.12206572769953052,0.16696061140505586,0.13316892725030827,0.12440944881889765,0.09712230215827339,0.17933538209590438,0.5037292025243834,0.5394736842105263
814,Luke,Kennard,0.3498910675381264,0.4889975550122249,0.4265267175572519,0.057046979865771806,0.32124352331606215,0.2569620253164557,0.17220172201722017,0.265625,0.3013698630136986,0.15634218289085544,0.028169014084507043,0.36566725455614346,0.3353884093711468,0.13543307086614173,0.13669064748201437,0.27151881428300995,0.8169312169312168,0.8948545861297539
820,Kyle,Kuzma,0.47668845315904135,0.33985330073349634,0.383587786259542,0.22818791946308722,0.8186528497409327,0.6860759493670887,0.2816728167281673,0.371875,0.3013698630136986,0.48377581120943947,0.26760563380281693,0.5396825396825397,0.5030826140567202,0.3496062992125984,0.2805755395683453,0.28138588170349743,0.5188369152970922,0.6915422885572139
840,Donovan,Mitchell,0.8021786492374727,0.5990220048899756,0.6860687022900763,0.19463087248322147,0.36614853195164077,0.34177215189873417,0.4784747847478475,0.51875,0.726027397260274,0.6283185840707964,0.08450704225352113,0.8783068783068784,0.8076448828606659,0.55748031496063,0.5449640287769785,0.26280987262295674,0.7652833200319233,0.6815020862308763
845,Monte,Morris,0.41612200435729846,0.3374083129584352,0.33396946564885494,0.08053691275167786,0.30569948186528495,0.25443037974683547,0.44157441574415746,0.28125,0.4315068493150685,0.23303834808259583,0.07042253521126761,0.46502057613168724,0.46609124537607893,0.152755905511811,0.14028776978417265,0.3572048277452585,0.6900518623290901,0.7885714285714286
865,Davon,Reed,0.06187363834422657,0.097799511002445,0.08969465648854962,0.036912751677852344,0.10535405872193437,0.0911392405063291,0.056580565805658053,0.15625000000000003,0.18493150684931506,0.02359882005899705,0.04225352112676056,0.06819517930629042,0.06781750924784218,0.023622047244094488,0.01618705035971223,0.3870014670723757,0.4796992481203006,0.851063829787234
897,Derrick,White,0.5041394335511982,0.3594132029339853,0.4570610687022901,0.14765100671140938,0.461139896373057,0.39367088607594936,0.5313653136531366,0.6625,0.5890410958904109,0.4218289085545722,0.35211267605633806,0.5714285714285714,0.4784217016029594,0.4645669291338583,0.45143884892086333,0.17933538209590438,0.7575410097149227,0.6137787056367432
926,Grayson,Allen,0.34553376906318084,0.4621026894865526,0.4398854961832061,0.11073825503355705,0.34196891191709844,0.29240506329113924,0.12915129151291513,0.321875,0.3561643835616438,0.1238938053097345,0.11267605633802817,0.36743092298647856,0.3403205918618989,0.13070866141732285,0.12410071942446045,0.2807612435887469,0.7348659003831417,0.8199566160520607
931,Marvin,Bagley III,0.20871459694989106,0.05867970660146699,0.0982824427480916,0.34563758389261745,0.3488773747841105,0.3860759493670886,0.02829028290282903,0.24687500000000004,0.136986301369863,0.08849557522123894,0.08450704225352113,0.23574368018812464,0.250308261405672,0.1653543307086614,0.11870503597122302,0.4237197798648885,0.4104849279161207,0.46601941747572817
932,Mo,Bamba,0.31241830065359477,0.27383863080684595,0.27958015267175573,0.5100671140939598,0.701208981001727,0.7063291139240507,0.0910209102091021,0.540625,0.2465753424657534,0.20648967551622416,0.6338028169014085,0.3474426807760141,0.3477188655980271,0.12125984251968502,0.10431654676258993,0.3585095205710641,0.6135214579659023,0.764505119453925
934,Keita,Bates-Diop,0.11416122004357299,0.04645476772616137,0.05820610687022901,0.20134228187919462,0.24870466321243523,0.2582278481012658,0.03690036900369004,0.14375000000000002,0.18493150684931506,0.10324483775811209,0.07042253521126761,0.12815990593768373,0.1344019728729963,0.09291338582677165,0.07553956834532374,0.4176160484348882,0.5554043839758125,0.6229508196721312
940,Mikal,Bridges,0.5586056644880175,0.32273838630806845,0.33874045801526714,0.2785234899328859,0.5112262521588946,0.47974683544303803,0.2656826568265683,0.525,0.7534246575342465,0.20943952802359883,0.24413145539906103,0.5702527924750147,0.62268803945746,0.29133858267716534,0.2823741007194245,0.4512952017606978,0.7559082892416227,0.7436619718309859
944,Bruce,Brown,0.2875816993464052,0.11735941320293398,0.11354961832061068,0.3523489932885906,0.40587219343696024,0.43037974683544306,0.1931119311193112,0.5875,0.595890410958904,0.1799410029498525,0.26291079812206575,0.30511463844797176,0.32305795314426633,0.2173228346456693,0.18884892086330934,0.41898978933392506,0.617102615694165,0.8067226890756303
945,Troy,Brown Jr.,0.10021786492374726,0.1295843520782396,0.15171755725190839,0.12751677852348992,0.2400690846286701,0.22405063291139238,0.07749077490774907,0.15000000000000002,0.25342465753424653,0.06489675516224189,0.023474178403755867,0.1405055849500294,0.10974106041923551,0.03464566929133858,0.028776978417266185,0.17387996938283745,0.6197802197802198,0.6666666666666666
946,Jalen,Brunson,0.709368191721133,0.2982885085574572,0.3187022900763359,0.19127516778523487,0.5302245250431779,0.46075949367088603,0.5461254612546126,0.540625,0.547945205479452,0.39528023598820056,0.023474178403755867,0.7577895355673133,0.7842170160295932,0.47874015748031495,0.45143884892086333,0.38905439868762215,0.7164811379097094,0.7305389221556886
949,Jevon,Carter,0.11241830065359476,0.19559902200489,0.18702290076335878,0.046979865771812075,0.1312607944732297,0.11392405063291139,0.12054120541205413,0.22187500000000002,0.22602739726027396,0.10619469026548674,0.07042253521126761,0.1457965902410347,0.11220715166461159,0.025196850393700787,0.023381294964028777,0.16120330983947595,0.7528571428571429,0.8163265306122449
950,Wendell,Carter Jr.,0.3904139433551198,0.18092909535452323,0.2127862595419847,0.48322147651006714,0.858376511226252,0.8113924050632912,0.20418204182041821,0.49687499999999996,0.25342465753424653,0.35398230088495575,0.22065727699530516,0.38330393885949443,0.4254007398273736,0.3401574803149606,0.26798561151079137,0.47063764228098937,0.4982251082251081,0.6636771300448431
960,Hamidou,Diallo,0.2549019607843137,0.05623471882640587,0.09446564885496182,0.22818791946308722,0.3177892918825561,0.3189873417721519,0.07995079950799508,0.41875,0.5136986301369864,0.16519174041297935,0.08450704225352113,0.2898295120517343,0.29963008631319354,0.22834645669291337,0.1672661870503597,0.39406147653254087,0.42499201022690936,0.46464646464646464
973,Devonte',Graham,0.38082788671023965,0.5012224938875306,0.5696564885496183,0.12416107382550336,0.20379965457685667,0.1962025316455696,0.3899138991389914,0.265625,0.4931506849315069,0.3126843657817109,0.051643192488262914,0.47266313932980597,0.3464858199753391,0.23307086614173228,0.22302158273381295,0.0730355266970949,0.7398496240601502,0.6867671691792295
979,Aaron,Holiday,0.1625272331154684,0.11491442542787286,0.1116412213740458,0.08389261744966443,0.12780656303972365,0.12531645569620253,0.19557195571955718,0.259375,0.3150684931506849,0.1887905604719764,0.046948356807511735,0.18753674309229865,0.17385943279901356,0.11496062992125984,0.10971223021582735,0.29699893163067104,0.7432282003710573,0.8034188034188035
980,Kevin,Huerter,0.3991285403050109,0.4400977995110024,0.4398854961832061,0.1040268456375839,0.36614853195164077,0.30759493670886073,0.2730627306273063,0.609375,0.41780821917808214,0.2831858407079646,0.14553990610328638,0.4679600235155791,0.43896424167694204,0.08188976377952756,0.07374100719424462,0.2894063054151169,0.6763605442176872,0.7809110629067245
982,Jaren,Jackson Jr.,0.6291938997821351,0.4132029339853301,0.47900763358778625,0.5,0.6442141623488773,0.6607594936708862,0.1094710947109471,1.0000000000000002,0.5684931506849316,0.415929203539823,1.0,0.6984126984126984,0.5955610357583231,0.6330708661417324,0.5863309352517987,0.19284870136926757,0.6915787004456955,0.6733067729083665
997,Jordan,McLaughlin,0.0832244008714597,0.08068459657701711,0.09064885496183206,0.06040268456375839,0.08635578583765113,0.0860759493670886,0.23001230012300122,0.13125,0.4315068493150685,0.08849557522123894,0.046948356807511735,0.0975896531452087,0.09001233045622689,0.06299212598425197,0.05215827338129497,0.31634667723253707,0.588095238095238,0.6947368421052632
998,De'Anthony,Melton,0.35555555555555557,0.39119804400978,0.4217557251908397,0.2348993288590604,0.461139896373057,0.42658227848101266,0.2607626076260763,0.3875,0.8424657534246576,0.34808259587020646,0.2112676056338028,0.4391534391534392,0.35635018495684345,0.1984251968503937,0.17086330935251798,0.15744395310862602,0.6071062271062271,0.7239819004524887
999,Chimezie,Metu,0.20305010893246186,0.1466992665036675,0.1851145038167939,0.10738255033557047,0.4680483592400691,0.38354430379746834,0.06027060270602706,0.240625,0.3493150684931507,0.15929203539823006,0.15023474178403756,0.23633156966490299,0.21948212083847105,0.13700787401574804,0.12050359712230217,0.2924364268637253,0.6378859236002092,0.6185567010309279
1001,Shake,Milton,0.1886710239651416,0.1295843520782396,0.14599236641221375,0.10067114093959732,0.15889464594127806,0.15443037974683543,0.1795817958179582,0.296875,0.2328767123287671,0.1238938053097345,0.09389671361502347,0.23045267489711935,0.1997533908754624,0.14015748031496061,0.13129496402877697,0.2321825959343199,0.7165386584741424,0.6928104575163399
1018,Duncan,Robinson,0.39389978213507626,0.6454767726161369,0.6755725190839694,0.0738255033557047,0.2918825561312608,0.2417721518987342,0.15990159901599016,0.675,0.3150684931506849,0.1799410029498525,0.08450704225352113,0.44973544973544977,0.3711467324290999,0.10551181102362205,0.09892086330935253,0.17139317539665289,0.7215291750503019,0.7457627118644068
1020,Mitchell,Robinson,0.23137254901960785,0.0,0.0,1.0,0.4956822107081174,0.7405063291139241,0.030750307503075027,0.5625,0.3972602739726027,0.1504424778761062,0.6244131455399061,0.1710758377425044,0.2860665844636252,0.27874015748031494,0.1510791366906475,1.0,0.1534333070244671,
